time,step-size,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{bodyFMU}.body.total_energy_used,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensor1FMU}.sensor1.lf_1_sensor_reading,{sensor1FMU}.sensor2.lf_1_sensor_reading
0.0,0.0,0.0,0.138,-0.08,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002
0.1,0.1,0.0,0.138,-0.08,0.0,0.7999999999997272,0.4,-0.4,254.00000000000006,254.00000000000006
0.2,0.1,0.0,0.138,-0.0753520212709898,0.0,2.151031703604076,0.4,-0.4,254.00000000000006,255.00000000000006
0.30000000000000004,0.1,0.0,0.138,-0.0686981833704502,0.0,3.9524453999524667,0.4,-0.4,254.00000000000006,255.00000000000006
0.4,0.1,0.0,0.138,-0.06183381670677092,0.0,5.815017282047393,0.4,-0.4,254.00000000000006,254.00000000000006
0.5,0.1,0.0,0.138,-0.05494707701557604,0.0,7.684238483874651,0.4,-0.4,254.00000000000006,254.00000000000006
0.6,0.1,0.0,0.138,-0.04805795972830948,0.0,9.554168007217868,0.4,-0.4,254.00000000000006,254.00000000000006
0.7,0.1,0.0,0.138,-0.04116858977237412,0.0,11.424172823476056,0.4,-0.4,254.00000000000006,255.00000000000006
0.7999999999999999,0.1,0.0,0.138,-0.03427919296517624,0.0,13.29418564137768,0.4,-0.4,254.00000000000006,254.00000000000006
0.8999999999999999,0.1,0.0,0.138,-0.027389793304477335,0.0,15.164199309620926,0.4,-0.4,254.00000000000006,254.00000000000006
0.9999999999999999,0.1,0.0,0.138,-0.020500393340535085,0.0,17.03421306823111,0.4,-0.4,254.00000000000006,254.00000000000006
1.0999999999999999,0.1,0.0,0.138,-0.013542099344377015,0.0,18.922926974135407,0.4,-0.4,254.00000000000006,254.00000000000006
1.2,0.1,0.0,0.138,-0.00665269934477522,0.0,20.792940743371673,0.4,-0.4,255.00000000000006,254.00000000000006
1.3,0.1,0.0,0.138,2.367006551824563E-4,0.0,22.662954512713895,0.4,-0.4,254.00000000000006,255.00000000000006
